Station ID,Date,PM2.5,PM10,NO2,CO,SO2
13015,4/27/2021,91,65,37,29,
13018,9/10/2021,22,16,4,1,
13019,9/10/2021,16,13,17,3,
13026,9/10/2021,55,37,5,2,
1584,9/10/2021,23,15,11,2,34
1585,9/10/2021,,,1,2,6
13017,9/10/2021,57,41,10,5,
13020,9/9/2021,1,1,10,13,
13013,9/10/2021,60,54,17,7,
13014,9/10/2021,23,16,,3,
13252,8/19/2021,64,103,1,,1
8767,9/17/2021,50,,,,
8688,8/17/2021,52,,,,
8641,9/17/2021,55,,10.1,0.1,5.1
13012,9/17/2021,16,13,4,1,15
12488,9/17/2021,,,,2,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/17/2021,10,1,1,44,53
5507,9/17/2021,,,12,,
11778,9/17/2021,13,17,4,1,23
12958,9/17/2021,18,23,9,3,15
12957,9/17/2021,,,1,5,4
13015,4/27/2021,91,65,37,29,
13018,9/17/2021,28,22,8,1,
13019,9/17/2021,25,19,25,5,
13026,9/17/2021,38,25,12,2,
1584,9/17/2021,33,24,11,1,35
1585,9/17/2021,,,1,1,6
13017,9/17/2021,51,45,8,4,
13020,9/17/2021,50,31,9,6,
13013,9/17/2021,52,53,19,9,
13014,9/17/2021,27,19,,4,
13252,9/17/2021,52,109,,,1
8767,9/21/2021,25,,,,
8688,8/17/2021,52,,,,
8641,9/21/2021,160,,8.3,0.1,6.6
13012,9/21/2021,10,9,5,3,16
12488,9/21/2021,,,,4,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/21/2021,10,1,1,55,53
5507,9/21/2021,,,10,,
11778,9/17/2021,13,17,4,1,23
12958,9/21/2021,38,37,5,1,13
12957,9/21/2021,,,8,6,4
13015,4/27/2021,91,65,37,29,
13018,9/21/2021,69,51,8,1,
13019,9/21/2021,86,56,16,5,
13026,9/21/2021,107,59,11,4,
1584,9/21/2021,18,12,11,1,33
1585,9/21/2021,,,1,2,6
13017,9/21/2021,119,84,16,7,
13020,9/21/2021,28,66,15,6,
13013,9/21/2021,100,70,31,33,
13014,9/21/2021,105,58,,6,
13252,9/21/2021,86,127,,,2
8767,9/23/2021,50,,,,
8688,8/17/2021,52,,,,
8641,9/23/2021,59,,7.4,0.1,5.1
13012,9/23/2021,7,6,5,3,18
12488,9/23/2021,,,,6,
13251,8/15/2021,69,1,,3,
12976,6/28/2021,67,53,12,5,9
13250,9/23/2021,2,1,2,45,54
5507,9/23/2021,,,11,,
11778,9/23/2021,14,21,8,1,37
12958,9/23/2021,35,30,4,1,7
12957,9/23/2021,,,4,5,5
13015,4/27/2021,91,65,37,29,
13018,9/23/2021,30,21,4,1,
13019,9/23/2021,19,13,19,3,
13026,9/23/2021,44,36,8,2,
1584,9/23/2021,10,6,10,1,34
1585,9/23/2021,,,1,3,7
13017,9/23/2021,89,53,12,8,
13020,9/23/2021,22,15,8,3,
13013,9/23/2021,91,71,15,4,
13014,9/23/2021,29,19,,4,
13252,9/23/2021,57,113,,,1
8767,9/30/2021,53,,,,
8688,8/17/2021,52,,,,
8641,9/30/2021,93,,9.2,0.1,5.6
13012,9/30/2021,14,12,3,2,15
12488,9/29/2021,,,,4,
13251,9/30/2021,,,,6,
12976,6/28/2021,67,53,12,5,9
13250,9/30/2021,,1,2,46,55
5507,9/30/2021,,,9,,
11778,9/30/2021,25,26,3,1,17
12958,9/30/2021,63,52,2,1,8
12957,9/30/2021,,,2,5,4
13015,4/27/2021,91,65,37,29,
13018,9/30/2021,65,47,7,2,
13019,9/30/2021,78,52,29,8,
13026,9/30/2021,89,63,11,6,
1584,9/30/2021,44,32,10,1,39
1585,9/30/2021,,,1,1,6
13017,9/30/2021,114,65,17,12,
13020,9/30/2021,60,40,16,7,
13013,9/30/2021,101,75,28,27,
13014,9/30/2021,108,60,,9,
13252,9/30/2021,83,86,1,,1
8767,10/8/2021,156,,,,
8688,8/17/2021,52,,,,
8641,10/8/2021,114,,6,0.1,5.6
13012,10/8/2021,7,5,5,3,17
12488,10/7/2021,,,,5,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,10/8/2021,2,1,2,55,59
5507,10/8/2021,,,11,,
11778,10/8/2021,,,2,,13
12958,10/8/2021,88,58,6,3,10
12957,10/8/2021,,,4,3,7
13015,4/27/2021,91,65,37,29,
13018,10/8/2021,111,65,19,1,
13019,10/8/2021,94,57,26,5,
13026,10/8/2021,140,81,13,5,
1584,10/8/2021,37,20,11,3,38
1585,10/8/2021,,,1,4,7
13017,10/8/2021,146,90,16,9,
13020,10/8/2021,133,69,20,6,
13013,10/8/2021,152,101,29,31,
13014,10/8/2021,132,69,,9,
13252,10/8/2021,139,101,,,1
8767,10/8/2021,17,,,,
8688,8/17/2021,52,,,,
8641,10/11/2021,46,,7.8,0.1,5.1
13012,10/11/2021,17,18,7,5,16
12488,10/11/2021,,,,5,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,10/11/2021,2,1,,42,53
5507,10/11/2021,,,10,,
11778,10/11/2021,,,5,,10
12958,10/11/2021,1,1,2,2,8
12957,10/11/2021,,,1,6,4
13015,4/27/2021,91,65,37,29,
13018,10/10/2021,13,8,5,2,
13019,10/10/2021,11,8,18,3,
13026,10/11/2021,21,9,14,3,
1584,10/11/2021,62,40,11,9,35
1585,10/11/2021,,,1,3,7
13017,10/10/2021,41,45,9,8,
13020,10/9/2021,54,32,20,6,
13013,10/10/2021,37,38,19,5,
13014,10/10/2021,22,15,,3,
13252,10/11/2021,17,17,,,2
8767,10/13/2021,30,,,,
8688,8/17/2021,52,,,,
8641,10/14/2021,50,,6,0.1,5.1
13012,10/14/2021,22,15,11,4,17
12488,10/14/2021,,,,10,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,10/14/2021,12,2,1,44,1.5
5507,10/14/2021,,,8,,
11778,10/14/2021,,,2,,9
12958,10/14/2021,15,26,1,1,7
12957,10/14/2021,,,3,6,6
13015,4/27/2021,91,65,37,29,
13018,10/13/2021,16,15,5,2,
13019,10/13/2021,33,23,25,4,
13026,10/13/2021,36,28,15,4,
1584,10/14/2021,50,36,11,9,38
1585,10/14/2021,,,1,3,6
13017,10/13/2021,61,55,13,10,
13020,10/13/2021,48,31,27,6,
13013,10/13/2021,42,53,22,20,
13014,10/10/2021,22,15,,3,
13252,10/14/2021,18,20,,,1
8767,10/13/2021,30,,,,
8688,8/17/2021,52,,,,
8641,10/18/2021,53,,6.9,0.1,5.1
13012,10/18/2021,3,4,1,1,17
12488,10/18/2021,,,,13,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,10/18/2021,12,1,1,48,99.1
5507,10/18/2021,,,8,,
11778,10/18/2021,,,3,,10
12958,10/18/2021,32,22,3,2,7
12957,10/18/2021,,,3,6,7
13015,4/27/2021,91,65,37,29,
13018,10/18/2021,40,23,11,3,
13019,10/18/2021,19,35,30,6,
13026,10/18/2021,18,12,13,4,
1584,10/18/2021,2,1,11,1,35
1585,10/18/2021,,,1,5,7
13017,10/18/2021,54,39,25,26,
13020,10/18/2021,31,17,19,4,
13013,10/18/2021,56,45,22,17,
13014,10/18/2021,42,27,,4,
13252,10/18/2021,70,113,,,1
8767,10/13/2021,30,,,,
8688,8/17/2021,52,,,,
8641,10/20/2021,173,,22,0.2,6.6
13012,10/20/2021,25,21,6,4,17
12488,10/20/2021,,,,11,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,10/20/2021,12,1,2,50,99.1
5507,10/20/2021,,,16,,
11778,10/20/2021,,,10,,10
12958,10/19/2021,24,17,2,2,22
12957,10/20/2021,,,10,8,7
13015,4/27/2021,91,65,37,29,
13018,10/19/2021,75,42,14,6,
13019,10/20/2021,155,87,38,17,
13026,10/20/2021,107,83,21,10,
1584,10/20/2021,45,33,12,4,12
1585,10/20/2021,,,1,4,7
13017,10/19/2021,107,78,33,10,
13020,10/19/2021,70,47,33,12,
13013,10/19/2021,114,85,27,26,
13014,10/19/2021,80,55,,14,
13252,10/20/2021,76,138,,,1
8767,10/25/2021,46,,,,
8688,8/17/2021,52,,,,
8641,10/25/2021,109,,11,0.1,6.1
13012,10/25/2021,8,7,1,1,16
12488,10/25/2021,,,,6,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,10/25/2021,2.1,1,1,45,56
5507,10/25/2021,,,12,,
11778,10/25/2021,,,10,12,29
12958,10/19/2021,24,17,2,2,22
12957,10/25/2021,,,1,4,7
13015,4/27/2021,91,65,37,29,
13018,10/25/2021,79,49,7,3,
13019,10/25/2021,70,49,32,5,
13026,10/25/2021,116,69,11,3,
1584,10/25/2021,24,15,14,2,12
1585,10/25/2021,,,1,2,7
13017,10/25/2021,124,78,26,13,
13020,10/25/2021,55,49,21,3,
13013,10/25/2021,122,79,21,16,
13014,10/25/2021,82,53,,3,
13252,10/25/2021,104,142,,,1
8767,11/1/2021,82,,,,
8688,8/17/2021,52,,,,
8641,11/1/2021,34,,6.4,0.1,5.1
13012,11/1/2021,8,7,1,1,17
12488,11/1/2021,,,,5,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/1/2021,2,1,1,47,453
5507,11/1/2021,,,14,,
11778,11/1/2021,,,3,8,27
12958,10/19/2021,24,17,2,2,22
12957,11/1/2021,,,1,6,6
13015,4/27/2021,91,65,37,29,
13018,11/1/2021,18,10,6,5,
13019,11/1/2021,43,26,22,6,
13026,11/1/2021,26,19,15,5,
1584,11/1/2021,21,12,15,1,12
1585,11/1/2021,,,1,3,7
13017,11/1/2021,28,28,11,5,
13020,11/1/2021,24,19,16,4,
13013,11/1/2021,40,44,23,22,
13014,11/1/2021,24,19,,5,
13252,11/1/2021,23,17,,,2
8767,11/4/2021,9,,,,
8688,8/17/2021,52,,,,
8641,11/4/2021,87,,19.2,0.3,5.6
13012,11/4/2021,17,13,2,1,1
12488,11/4/2021,,,,20,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/4/2021,2,1,1,44,500
5507,11/4/2021,,,17,,
11778,11/4/2021,46,44,24,10,35
12958,10/19/2021,24,17,2,2,22
12957,11/4/2021,,,1,7,6
13015,4/27/2021,91,65,37,29,
13018,11/3/2021,62,34,23,15,
13019,11/3/2021,121,76,48,64,
13026,11/4/2021,65,56,17,5,
1584,11/4/2021,38,26,24,7,13
1585,11/4/2021,,,1,5,7
13017,11/3/2021,103,72,44,21,
13020,11/3/2021,72,42,47,20,
13013,11/3/2021,109,83,46,33,
13014,11/3/2021,72,52,,39,
13252,11/3/2021,21,54,,,5
8767,11/7/2021,78,,,,
8688,8/17/2021,52,,,,
8641,11/7/2021,68,,10.1,0.1,5.6
13012,11/7/2021,27,21,2,1,1
12488,11/7/2021,,,,8,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/7/2021,,1,1,45,500
5507,11/7/2021,,,13,,
11778,11/7/2021,19,21,10,12,25
12958,11/7/2021,,,5,1,10
12957,11/7/2021,,,,5,6
13015,4/27/2021,91,65,37,29,
13018,11/7/2021,41,24,2,2,
13019,11/7/2021,54,40,25,5,
13026,11/7/2021,43,48,7,3,
1584,11/7/2021,45,32,12,3,12
1585,11/7/2021,,,1,2,9
13017,11/7/2021,86,65,32,19,
13020,11/7/2021,42,33,16,3,
13013,11/7/2021,86,73,23,23,
13014,11/7/2021,35,29,,2,
13252,11/3/2021,21,54,,,5
8767,11/10/2021,97,,,,
8688,8/17/2021,52,,,,
8641,11/10/2021,59,,7.8,0.1,6.1
13012,11/10/2021,6,6,1,1,1
12488,11/10/2021,,,,10,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/10/2021,99.2,1,,45,500
5507,11/10/2021,,,12,,
11778,11/10/2021,18,35,5,25,23
12958,11/10/2021,,,2,1,11
12957,11/10/2021,,,,6,7
13015,4/27/2021,91,65,37,29,
13018,11/10/2021,4,3,3,1,
13019,11/10/2021,40,33,33,5,
13026,11/10/2021,74,52,13,4,
1584,11/9/2021,11,7,11,1,12
1585,11/10/2021,,,1,4,7
13017,11/10/2021,46,55,20,15,
13020,11/10/2021,27,19,21,3,
13013,11/10/2021,52,57,24,19,
13014,11/10/2021,32,25,,5,
13252,11/10/2021,50,92,,,3
8767,11/16/2021,65,,,,
8688,8/17/2021,52,,,,
8641,11/16/2021,174,,17.9,0.1,7.1
13012,11/16/2021,5,4,1,1,1
12488,11/16/2021,,,,5,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/16/2021,99.1,1,,50,500
5507,11/16/2021,,,29,,
11778,11/16/2021,46,46,14,7,34
12958,11/16/2021,,,5,3,11
12957,11/15/2021,,,,6,8
13015,4/27/2021,91,65,37,29,
13018,11/16/2021,95,51,11,3,
13019,11/16/2021,167,94,42,6,
13026,11/16/2021,146,102,21,6,
1584,11/9/2021,11,7,11,1,12
1585,11/16/2021,,,1,5,7
13017,11/16/2021,178,140,53,19,
13020,11/16/2021,69,43,23,5,
13013,11/16/2021,162,119,41,15,
13014,11/16/2021,186,105,,7,
13252,11/16/2021,101,64,10,,1
8767,11/20/2021,114,,,,
8688,8/17/2021,52,,,,
8641,11/20/2021,158,,11.9,0.2,5.1
13012,11/20/2021,27,18,1,1,2
12488,11/20/2021,,,,8,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/20/2021,3,2,2,50,500
5507,11/20/2021,,,22,,
11778,11/20/2021,44,39,20,7,31
12958,11/20/2021,,,33,4,10
12957,11/20/2021,,,,6,5
13015,4/27/2021,91,65,37,29,
13018,11/20/2021,149,66,12,7,
13019,11/20/2021,162,86,24,7,
13026,11/19/2021,165,104,22,8,
1584,11/9/2021,11,7,11,1,12
1585,11/20/2021,,,2,6,7
13017,11/20/2021,195,154,24,49,
13020,11/20/2021,159,75,18,5,
13013,11/20/2021,189,145,32,46,
13014,11/20/2021,171,93,,8,
13252,11/20/2021,39,31,5,,2
8767,11/26/2021,89,,,,
8688,8/17/2021,52,,,,
8641,11/26/2021,151,,11,0.1,6.1
13012,11/26/2021,14,11,1,1,1
12488,11/26/2021,,,,11,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/26/2021,14,8,,50,401
5507,11/26/2021,,,26,,
11778,11/26/2021,48,58,11,8,32
12958,11/26/2021,,,6,2,10
12957,11/26/2021,,,,5,17
13015,4/27/2021,91,65,37,29,
13018,11/25/2021,40,34,9,4,
13019,11/25/2021,129,76,58,13,
13026,11/26/2021,124,77,17,4,
1584,11/26/2021,27,18,12,5,12
1585,11/26/2021,,,1,2,7
13017,11/26/2021,150,102,26,5,
13020,11/26/2021,98,53,21,6,
13013,11/26/2021,135,97,34,33,
13014,11/26/2021,133,70,,4,
13252,11/26/2021,87,79,20,,1
8767,11/29/2021,93,,,,
8688,8/17/2021,52,,,,
8641,11/29/2021,107,,13.3,0.1,6.6
13012,11/29/2021,4,4,1,1,1
12488,11/29/2021,,,,13,
13251,10/7/2021,,,,10,
12976,6/28/2021,67,53,12,5,9
13250,11/29/2021,10,5,,50,434
5507,11/29/2021,,,15,,
11778,11/29/2021,66,67,44,12,55
12958,11/29/2021,,,6,2,14
12957,11/29/2021,,,,6,13
13015,4/27/2021,91,65,37,29,
13018,11/29/2021,143,72,16,6,
13019,11/29/2021,89,107,20,5,
13026,11/29/2021,148,77,10,2,
1584,11/29/2021,59,33,12,2,12
1585,11/29/2021,,,1,2,7
13017,11/29/2021,168,126,40,11,
13020,11/29/2021,130,68,30,7,
13013,11/29/2021,162,108,37,20,
13014,11/29/2021,149,76,,7,
13252,11/29/2021,77,114,5,,2
